name,website,email,phone,country,city,industry,company_size,linkedin,instagram,tags,signals,style_fit,evidence,source
BOLD interieur design,https://boldinterieurdesign.nl,info@bold-spaces.nl,0308993735,Netherlands,Utrecht,Interior Design,small,,,"retail,shop-interiors,sales-driven",no_inhouse,4,"Contact page info@bold-spaces.nl, Utrecht; shop interiors across NL that strategically drive sales",native-search retail interieur ontwerpbureau + WebFetch boldinterieurdesign.nl/contact
Studio Refined,https://studiorefined.nl,maaike@studiorefined.nl,+31623413767,Netherlands,Bussum,Interior Design,solo,,,"warm-minimalism,natural-materials,residential","no_inhouse,recent_award",7,"Contact page maaike@studiorefined.nl, Gooise Meren/Bussum; warm minimalism in natural materials, nominated Stadsbouwprijs Amersfoort",native-search interieurarchitect warm minimalistisch + WebFetch studiorefined.nl/contact
Studio Binnen,https://studiobinnen.nl,danielle@studiobinnen.nl,06-15439397,Netherlands,Utrecht,Interior Design,solo,,,"warm-minimalism,residential,binnenhuisarchitect",no_inhouse,6,"Contact page danielle@studiobinnen.nl, centre of Utrecht; small personal bureau, warm homes",native-search interieurarchitect warm minimalistisch + WebFetch studiobinnen.nl/contact
MIND Interieurarchitectuur,https://mindinterieur.nl,eveline@mindinterieur.nl,+31638323761,Netherlands,Utrecht,Interior Design,solo,,,"residential,offices,renovation",no_inhouse,5,"Homepage eveline@mindinterieur.nl, Utrecht & Amsterdam; functional stylish interiors, homes and offices",native-search interieurarchitect warm minimalistisch + WebFetch mindinterieur.nl/
Wildenberg Interieurarchitectuur,https://www.vandenwildenberg.nl,info@vandenwildenberg.nl,033-4450111,Netherlands,Leusden,Interior Design,solo,,,"interior-architecture,residential,offices",no_inhouse,4,"Contact page info@vandenwildenberg.nl, Leusden; interior design and advice for Utrecht and Amersfoort",native-search interieurarchitect warm minimalistisch + WebFetch vandenwildenberg.nl/contact
LAP Landscape & Urban Design,https://laplab.eu,info@laplab.eu,+31653486061,Netherlands,Rotterdam,Architecture,small,,,"landscape-architecture,urban-design,masterplanning","no_inhouse,recent_award",1,"Contact page info@laplab.eu, Rotterdam; studio founded 2009 by Sander Lap, won Europan Nijmegen",native-search tuin- en landschapsarchitect + WebFetch laplab.eu/contact
Standbouw Prins Design,https://standbouwprinsdesign.nl,info@standbouwprinsdesign.nl,+31345519335,Netherlands,Culemborg,Architecture,medium,,,"exhibition-design,trade-show-stands,set-design",no_inhouse,1,"Contact page info@standbouwprinsdesign.nl, Culemborg; stand design and build across NL and Europe, 30 years",native-search standbouw beursstand ontwerpbureau + WebFetch standbouwprinsdesign.nl/contact
Wolfs Architecten,https://wolfsarchitecten.nl,info@wolfsarchitecten.nl,+31135132670,Netherlands,Moergestel,Architecture,small,,,"residential,villas,project-housing,utility",no_inhouse,2,"Contact page info@wolfsarchitecten.nl, Moergestel (Midden-Brabant); villas, homes, project-based housing",native-search architectenbureau Tilburg + WebFetch wolfsarchitecten.nl/contact
Moca architecten,https://www.moca.nl,info@moca.nl,+31620985523,Netherlands,Nijmegen,Architecture,small,,,"residential,contemporary,modern-housing",no_inhouse,3,"Contact page info@moca.nl, Nijmegen (also Eindhoven); contemporary architecture, unique modern homes",native-search architectenbureau Nijmegen + WebFetch moca.nl/contact
gorissendeponti ontwerpers + makers,https://www.gorissendeponti.nl,info@gorissendeponti.nl,+31433633101,Netherlands,Maastricht,Architecture,solo,,,"architecture,interior,furniture,product-design",no_inhouse,3,"Directory listings (cylex, bouwenwonen): info@gorissendeponti.nl, Prof. Scholsstraat 24 Maastricht; small personal design studio since 1991",native-search architectenbureau Maastricht + WebSearch gorissendeponti contact
Ibelings van Tilburg architecten,https://www.ibelingsvantilburg.nl,info@ibelingsvantilburg.nl,010-2021900,Netherlands,Den Haag,Architecture,small,,,"residential,utility,mixed-scale",no_inhouse,2,"Contact page info@ibelingsvantilburg.nl, Den Haag; 30 years of small and large-scale residential and utility projects",native-search architectenbureau Tilburg + WebFetch ibelingsvantilburg.nl/contact
